model,n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,feature_fraction,bagging_fraction,bagging_freq,reg_alpha,reg_lambda,accuracy,precision,recall,f1,roc_auc,model_path
native_lgbm_220,220,0.06,127,-1,20,0.75,0.9,1,0.0,0.0,0.8677926125594912,0.8070194384449244,0.8467988668555241,0.8264307437102572,0.944873531490562,models\overfitting_experiment_binary_native\native_lgbm_220.joblib
native_lgbm_224,220,0.06,127,-1,20,0.9,0.75,1,0.0,0.5,0.8672450827612349,0.8062182878117241,0.8462322946175638,0.8257408226448474,0.945068383271421,models\overfitting_experiment_binary_native\native_lgbm_224.joblib
native_lgbm_219,220,0.06,127,-1,20,0.75,0.75,1,0.0,2.0,0.8670344943772902,0.8056514236410699,0.8464589235127479,0.8255511963308836,0.9438187416991927,models\overfitting_experiment_binary_native\native_lgbm_219.joblib
native_lgbm_289,220,0.06,127,12,20,0.75,0.75,1,0.0,0.0,0.8669923767005012,0.8055645422193465,0.8464589235127479,0.8255055807271522,0.9440592633497491,models\overfitting_experiment_binary_native\native_lgbm_289.joblib
native_lgbm_307,220,0.06,127,12,50,0.9,0.75,1,0.0,0.0,0.8665290822558228,0.8042168674698795,0.8471388101983003,0.8251200264886044,0.943835870274023,models\overfitting_experiment_binary_native\native_lgbm_307.joblib
native_lgbm_229,220,0.06,127,-1,50,0.75,0.75,1,0.0,0.0,0.8666975529629786,0.8054835924006909,0.8455524079320114,0.8250317872740339,0.9446746957019432,models\overfitting_experiment_binary_native\native_lgbm_229.joblib
native_lgbm_247,220,0.06,127,-1,100,0.9,0.75,1,0.0,0.0,0.8661079054879333,0.8024426826655239,0.8487252124645892,0.8249352937937111,0.943902094433517,models\overfitting_experiment_binary_native\native_lgbm_247.joblib
native_lgbm_236,220,0.06,127,-1,50,0.9,0.75,1,0.0,0.5,0.8666133176094006,0.8053756476683938,0.8454390934844193,0.8249212228426115,0.9443830693722473,models\overfitting_experiment_binary_native\native_lgbm_236.joblib
native_lgbm_233,220,0.06,127,-1,50,0.75,0.9,1,0.0,0.5,0.8661079054879333,0.8025075010715816,0.8486118980169972,0.8249160103541334,0.9445559502428194,models\overfitting_experiment_binary_native\native_lgbm_233.joblib
native_lgbm_226,220,0.06,127,-1,20,0.9,0.9,1,0.0,0.0,0.8664027292254559,0.8044157242864836,0.8463456090651558,0.8248481501932634,0.9449031893710167,models\overfitting_experiment_binary_native\native_lgbm_226.joblib
native_lgbm_222,220,0.06,127,-1,20,0.75,0.9,1,0.0,2.0,0.8661500231647222,0.803178352840116,0.8475920679886686,0.8247877384496637,0.9442452546062005,models\overfitting_experiment_binary_native\native_lgbm_222.joblib
native_lgbm_217,220,0.06,127,-1,20,0.75,0.75,1,0.0,0.0,0.866318493871878,0.8048333153522494,0.8453257790368272,0.8245827346081575,0.9445480202064012,models\overfitting_experiment_binary_native\native_lgbm_217.joblib
native_lgbm_218,220,0.06,127,-1,20,0.75,0.75,1,0.0,0.5,0.8664869645790338,0.8058409951325041,0.8441926345609065,0.8245711123408965,0.9442953984140687,models\overfitting_experiment_binary_native\native_lgbm_218.joblib
native_lgbm_239,220,0.06,127,-1,50,0.9,0.9,1,0.0,0.5,0.8659815524575665,0.803419722550812,0.84657223796034,0.8244316927830501,0.9448407897070559,models\overfitting_experiment_binary_native\native_lgbm_239.joblib
native_lgbm_235,220,0.06,127,-1,50,0.9,0.75,1,0.0,0.0,0.8660657878111443,0.8039194573059115,0.8460056657223796,0.8244257950530035,0.9446689874429697,models\overfitting_experiment_binary_native\native_lgbm_235.joblib
native_lgbm_221,220,0.06,127,-1,20,0.75,0.9,1,0.0,0.5,0.8660236701343554,0.8039638087031452,0.8457790368271955,0.8243414876580706,0.9445766526511122,models\overfitting_experiment_binary_native\native_lgbm_221.joblib
native_lgbm_242,220,0.06,127,-1,100,0.75,0.75,1,0.0,0.5,0.8658130817504106,0.8028789343645935,0.8469121813031162,0.82430792985552,0.9443059604022292,models\overfitting_experiment_binary_native\native_lgbm_242.joblib
native_lgbm_237,220,0.06,127,-1,50,0.9,0.75,1,0.0,2.0,0.8658551994271996,0.8031606106213718,0.84657223796034,0.8242952501792905,0.9440685378463646,models\overfitting_experiment_binary_native\native_lgbm_237.joblib
native_lgbm_240,220,0.06,127,-1,50,0.9,0.9,1,0.0,2.0,0.8659815524575665,0.8042704626334519,0.845099150141643,0.8241794673444579,0.9442923828734002,models\overfitting_experiment_binary_native\native_lgbm_240.joblib
native_lgbm_299,220,0.06,127,12,20,0.9,0.9,1,0.0,0.5,0.8656446110432549,0.8027941966684579,0.8464589235127479,0.8240485383342526,0.9438068086654636,models\overfitting_experiment_binary_native\native_lgbm_299.joblib
native_lgbm_225,220,0.06,127,-1,20,0.9,0.75,1,0.0,2.0,0.8658130817504106,0.8037926947527206,0.8453257790368272,0.8240362310836187,0.9445802644636762,models\overfitting_experiment_binary_native\native_lgbm_225.joblib
native_lgbm_241,220,0.06,127,-1,100,0.75,0.75,1,0.0,0.0,0.8654761403360991,0.8020598648213711,0.8471388101983003,0.8239832469965833,0.9440199587774831,models\overfitting_experiment_binary_native\native_lgbm_241.joblib
native_lgbm_238,220,0.06,127,-1,50,0.9,0.9,1,0.0,0.0,0.8656867287200438,0.8035983624218919,0.8452124645892352,0.8238802672999392,0.9448580056338199,models\overfitting_experiment_binary_native\native_lgbm_238.joblib
native_lgbm_248,220,0.06,127,-1,100,0.9,0.75,1,0.0,0.5,0.8654340226593101,0.8022331973373417,0.846685552407932,0.8238601907492143,0.9438366792288875,models\overfitting_experiment_binary_native\native_lgbm_248.joblib
native_lgbm_234,220,0.06,127,-1,50,0.75,0.9,1,0.0,2.0,0.8651813165985764,0.8010062085206594,0.8479320113314448,0.8238013981394837,0.9444371781983246,models\overfitting_experiment_binary_native\native_lgbm_234.joblib
native_lgbm_296,220,0.06,127,12,20,0.9,0.75,1,0.0,0.5,0.8657709640736218,0.804361908874973,0.8441926345609065,0.8237960966439984,0.9435775971913695,models\overfitting_experiment_binary_native\native_lgbm_296.joblib
native_lgbm_245,220,0.06,127,-1,100,0.75,0.9,1,0.0,0.5,0.8651391989217875,0.8009849052563965,0.8478186968838527,0.823736650886271,0.9442732186187228,models\overfitting_experiment_binary_native\native_lgbm_245.joblib
native_lgbm_298,220,0.06,127,12,20,0.9,0.9,1,0.0,0.0,0.8654340226593101,0.802753280275328,0.8457790368271955,0.8237046846548585,0.9438668536251242,models\overfitting_experiment_binary_native\native_lgbm_298.joblib
native_lgbm_228,220,0.06,127,-1,20,0.9,0.9,1,0.0,2.0,0.8654761403360991,0.8034925083539938,0.8446458923512747,0.8235554082421832,0.9442992153137815,models\overfitting_experiment_binary_native\native_lgbm_228.joblib
native_lgbm_301,220,0.06,127,12,50,0.75,0.75,1,0.0,0.0,0.8651813165985764,0.8019111015675328,0.8463456090651558,0.8235294117647058,0.9433476641143446,models\overfitting_experiment_binary_native\native_lgbm_301.joblib
native_lgbm_297,220,0.06,127,12,20,0.9,0.75,1,0.0,2.0,0.8650970812449985,0.8017389437526835,0.8463456090651558,0.8234386197012292,0.943409820712055,models\overfitting_experiment_binary_native\native_lgbm_297.joblib
native_lgbm_250,220,0.06,127,-1,100,0.9,0.9,1,0.0,0.0,0.8649707282146317,0.8011576803515918,0.8469121813031162,0.8233998016965958,0.9443997763790497,models\overfitting_experiment_binary_native\native_lgbm_250.joblib
native_lgbm_292,220,0.06,127,12,20,0.75,0.9,1,0.0,0.0,0.8653919049825212,0.8035810592169129,0.8441926345609065,0.8233863837312113,0.9437169615047625,models\overfitting_experiment_binary_native\native_lgbm_292.joblib
native_lgbm_305,220,0.06,127,12,50,0.75,0.9,1,0.0,0.5,0.8650128458914206,0.8015668598411676,0.8463456090651558,0.8233478476547429,0.9433535926521072,models\overfitting_experiment_binary_native\native_lgbm_305.joblib
native_lgbm_231,220,0.06,127,-1,50,0.75,0.75,1,0.0,2.0,0.8653076696289432,0.803276921418562,0.8444192634560906,0.8233344381836262,0.9438477995098418,models\overfitting_experiment_binary_native\native_lgbm_231.joblib
native_lgbm_309,220,0.06,127,12,50,0.9,0.75,1,0.0,2.0,0.8649707282146317,0.8014808455842901,0.8463456090651558,0.8233024691358025,0.9433074480436395,models\overfitting_experiment_binary_native\native_lgbm_309.joblib
native_lgbm_223,220,0.06,127,-1,20,0.9,0.75,1,0.0,0.0,0.8651391989217875,0.8026046711871704,0.844985835694051,0.8232501655994701,0.9449642217873192,models\overfitting_experiment_binary_native\native_lgbm_223.joblib
native_lgbm_251,220,0.06,127,-1,100,0.9,0.9,1,0.0,0.5,0.8650549635682095,0.802236799655877,0.8453257790368272,0.8232178327080115,0.9441965008334513,models\overfitting_experiment_binary_native\native_lgbm_251.joblib
native_lgbm_230,220,0.06,127,-1,50,0.75,0.75,1,0.0,0.5,0.8651813165985764,0.8029519500107736,0.8445325779036827,0.8232175401778318,0.9442150080496706,models\overfitting_experiment_binary_native\native_lgbm_230.joblib
native_lgbm_252,220,0.06,127,-1,100,0.9,0.9,1,0.0,2.0,0.8649286105378428,0.8016537800687286,0.8458923512747876,0.8231791365716491,0.9440596545344959,models\overfitting_experiment_binary_native\native_lgbm_252.joblib
native_lgbm_302,220,0.06,127,12,50,0.75,0.75,1,0.0,0.5,0.8649286105378428,0.8016537800687286,0.8458923512747876,0.8231791365716491,0.9434687566819483,models\overfitting_experiment_binary_native\native_lgbm_302.joblib
native_lgbm_303,220,0.06,127,12,50,0.75,0.75,1,0.0,2.0,0.8648864928610538,0.8015677010630302,0.8458923512747876,0.823133752343147,0.9431226113518776,models\overfitting_experiment_binary_native\native_lgbm_303.joblib
native_lgbm_310,220,0.06,127,12,50,0.9,0.9,1,0.0,0.0,0.8648443751842648,0.8015463917525774,0.8457790368271955,0.8230688647516127,0.9436301146930889,models\overfitting_experiment_binary_native\native_lgbm_310.joblib
native_lgbm_243,220,0.06,127,-1,100,0.75,0.75,1,0.0,2.0,0.8648864928610538,0.8018918628399441,0.8453257790368272,0.8230361871138571,0.9434177583442933,models\overfitting_experiment_binary_native\native_lgbm_243.joblib
native_lgbm_244,220,0.06,127,-1,100,0.75,0.9,1,0.0,0.0,0.8648022575074759,0.801525077864891,0.8456657223796034,0.8230039700044112,0.9442410351280103,models\overfitting_experiment_binary_native\native_lgbm_244.joblib
native_lgbm_232,220,0.06,127,-1,50,0.75,0.9,1,0.0,0.0,0.8647601398306869,0.8019578313253012,0.8447592067988668,0.8228022736052094,0.9444598593178117,models\overfitting_experiment_binary_native\native_lgbm_232.joblib
native_lgbm_291,220,0.06,127,12,20,0.75,0.75,1,0.0,2.0,0.8648443751842648,0.8024558380008617,0.8441926345609065,0.8227952951571043,0.9433037868582433,models\overfitting_experiment_binary_native\native_lgbm_291.joblib
native_lgbm_320,220,0.06,127,12,100,0.9,0.75,1,0.0,0.5,0.8645495514467422,0.8008151882441275,0.8460056657223796,0.8227903901256337,0.9430585406074453,models\overfitting_experiment_binary_native\native_lgbm_320.joblib
native_lgbm_249,220,0.06,127,-1,100,0.9,0.75,1,0.0,2.0,0.8647601398306869,0.8020228104153218,0.8446458923512747,0.8227827142778299,0.9439990208987602,models\overfitting_experiment_binary_native\native_lgbm_249.joblib
native_lgbm_304,220,0.06,127,12,50,0.75,0.9,1,0.0,0.0,0.8645495514467422,0.8013323305039218,0.845099150141643,0.8226340172071476,0.9433759129701291,models\overfitting_experiment_binary_native\native_lgbm_304.joblib
native_lgbm_311,220,0.06,127,12,50,0.9,0.9,1,0.0,0.5,0.8645495514467422,0.8013323305039218,0.845099150141643,0.8226340172071476,0.9431612588856856,models\overfitting_experiment_binary_native\native_lgbm_311.joblib
native_lgbm_290,220,0.06,127,12,20,0.75,0.75,1,0.0,0.5,0.8646759044771091,0.8021102497846684,0.8441926345609065,0.8226135924474135,0.9436548808652552,models\overfitting_experiment_binary_native\native_lgbm_290.joblib
native_lgbm_246,220,0.06,127,-1,100,0.75,0.9,1,0.0,2.0,0.8643389630627974,0.8003215434083601,0.8461189801699717,0.8225833103828146,0.9442845060077242,models\overfitting_experiment_binary_native\native_lgbm_246.joblib
native_lgbm_313,220,0.06,127,12,100,0.75,0.75,1,0.0,0.0,0.8642547277092195,0.7999571642750054,0.8464589235127479,0.8225513406375599,0.9432694385587388,models\overfitting_experiment_binary_native\native_lgbm_313.joblib
native_lgbm_227,220,0.06,127,-1,20,0.9,0.9,1,0.0,0.5,0.8645916691235311,0.802067628688348,0.8439660056657223,0.8224835735188559,0.9444002435219996,models\overfitting_experiment_binary_native\native_lgbm_227.joblib
native_lgbm_293,220,0.06,127,12,20,0.75,0.9,1,0.0,0.5,0.8642547277092195,0.8006655216831258,0.8452124645892352,0.8223361446447274,0.9437782597747764,models\overfitting_experiment_binary_native\native_lgbm_293.joblib
native_lgbm_322,220,0.06,127,12,100,0.9,0.9,1,0.0,0.0,0.8640862570020638,0.7998714377544461,0.8460056657223796,0.8222919764304202,0.9432908018033996,models\overfitting_experiment_binary_native\native_lgbm_322.joblib
native_lgbm_295,220,0.06,127,12,20,0.9,0.75,1,0.0,0.0,0.8642547277092195,0.8017018526497199,0.843399433427762,0.822022198906621,0.9437421682345073,models\overfitting_experiment_binary_native\native_lgbm_295.joblib
native_lgbm_314,220,0.06,127,12,100,0.75,0.75,1,0.0,0.5,0.8637914332645411,0.7994643813604714,0.8456657223796034,0.8219162995594713,0.9430931585585716,models\overfitting_experiment_binary_native\native_lgbm_314.joblib
native_lgbm_319,220,0.06,127,12,100,0.9,0.75,1,0.0,0.0,0.8637914332645411,0.7994643813604714,0.8456657223796034,0.8219162995594713,0.9429832736238558,models\overfitting_experiment_binary_native\native_lgbm_319.joblib
native_lgbm_308,220,0.06,127,12,50,0.9,0.75,1,0.0,0.5,0.8640441393252748,0.8010110788426374,0.8438526912181303,0.8218739653459883,0.9435316728616912,models\overfitting_experiment_binary_native\native_lgbm_308.joblib
native_lgbm_318,220,0.06,127,12,100,0.75,0.9,1,0.0,2.0,0.8638335509413301,0.8,0.844872521246459,0.8218241939928355,0.9425930117693438,models\overfitting_experiment_binary_native\native_lgbm_318.joblib
native_lgbm_294,220,0.06,127,12,20,0.75,0.9,1,0.0,2.0,0.8638335509413301,0.8005159071367154,0.8439660056657223,0.8216669424678692,0.9433122941770061,models\overfitting_experiment_binary_native\native_lgbm_294.joblib
native_lgbm_300,220,0.06,127,12,20,0.9,0.9,1,0.0,2.0,0.8640441393252748,0.8017250673854447,0.8426062322946176,0.8216574585635359,0.942939191280606,models\overfitting_experiment_binary_native\native_lgbm_300.joblib
native_lgbm_315,220,0.06,127,12,100,0.75,0.75,1,0.0,2.0,0.8637071979109632,0.7999356015884942,0.8445325779036827,0.8216293683166134,0.9428377528980904,models\overfitting_experiment_binary_native\native_lgbm_315.joblib
native_lgbm_317,220,0.06,127,12,100,0.75,0.9,1,0.0,0.5,0.8632860211430737,0.7986296970345788,0.8453257790368272,0.8213145436529781,0.9429282419056091,models\overfitting_experiment_binary_native\native_lgbm_317.joblib
native_lgbm_321,220,0.06,127,12,100,0.9,0.75,1,0.0,2.0,0.8633702564966517,0.7994420002146153,0.8441926345609065,0.8212081128747796,0.9425102629027352,models\overfitting_experiment_binary_native\native_lgbm_321.joblib
native_lgbm_323,220,0.06,127,12,100,0.9,0.9,1,0.0,0.5,0.863159668112707,0.7987569652807543,0.8446458923512747,0.821060747920912,0.9427993256430716,models\overfitting_experiment_binary_native\native_lgbm_323.joblib
native_lgbm_312,220,0.06,127,12,50,0.9,0.9,1,0.0,2.0,0.8629911974055511,0.7983508245877061,0.8447592067988668,0.8208996311182073,0.9427550230210324,models\overfitting_experiment_binary_native\native_lgbm_312.joblib
native_lgbm_316,220,0.06,127,12,100,0.75,0.9,1,0.0,0.0,0.8626121383144506,0.7966300522555189,0.8464589235127479,0.8207889242940336,0.9434258820741299,models\overfitting_experiment_binary_native\native_lgbm_316.joblib
native_lgbm_306,220,0.06,127,12,50,0.75,0.9,1,0.0,2.0,0.8627806090216064,0.7983706720977597,0.8439660056657223,0.8205354191913627,0.9429886324750942,models\overfitting_experiment_binary_native\native_lgbm_306.joblib
native_lgbm_324,220,0.06,127,12,100,0.9,0.9,1,0.0,2.0,0.8618540201322495,0.7964923537589562,0.8439660056657223,0.8195422535211268,0.9424600393387534,models\overfitting_experiment_binary_native\native_lgbm_324.joblib
native_lgbm_115,220,0.06,63,-1,20,0.9,0.75,1,0.0,0.0,0.8613486080107822,0.7965483974702541,0.8420396600566572,0.818662553707172,0.9405151295448168,models\overfitting_experiment_binary_native\native_lgbm_115.joblib
native_lgbm_260,220,0.06,127,8,20,0.9,0.75,1,0.0,0.5,0.8608010782125258,0.7943058221369161,0.8440793201133144,0.8184365214525078,0.939493187878438,models\overfitting_experiment_binary_native\native_lgbm_260.joblib
native_lgbm_190,220,0.06,63,12,20,0.9,0.9,1,0.0,0.0,0.86063260750537,0.7951626712328768,0.8419263456090652,0.8178766030051187,0.9392351046912927,models\overfitting_experiment_binary_native\native_lgbm_190.joblib
native_lgbm_116,220,0.06,63,-1,20,0.9,0.75,1,0.0,0.5,0.8604220191214252,0.7941082292667307,0.8430594900849858,0.8178520391337804,0.940575922692779,models\overfitting_experiment_binary_native\native_lgbm_116.joblib
native_lgbm_112,220,0.06,63,-1,20,0.75,0.9,1,0.0,0.0,0.8600008423535358,0.7935745543814708,0.8424929178470255,0.8173024073870506,0.9399669012129386,models\overfitting_experiment_binary_native\native_lgbm_112.joblib
native_lgbm_128,220,0.06,63,-1,50,0.9,0.75,1,0.0,0.5,0.8600850777071136,0.7949405080930432,0.8403399433427762,0.8170100253387683,0.9400198972513385,models\overfitting_experiment_binary_native\native_lgbm_128.joblib
native_lgbm_133,220,0.06,63,-1,100,0.75,0.75,1,0.0,0.0,0.8596217832624352,0.7928129665173811,0.8424929178470255,0.8168983134648135,0.940091715732501,models\overfitting_experiment_binary_native\native_lgbm_133.joblib
native_lgbm_181,220,0.06,63,12,20,0.75,0.75,1,0.0,0.0,0.8597902539695911,0.7937152629328773,0.8414730878186969,0.816896760354216,0.9400502881284544,models\overfitting_experiment_binary_native\native_lgbm_181.joblib
native_lgbm_129,220,0.06,63,-1,50,0.9,0.75,1,0.0,2.0,0.8598323716463799,0.7939886618889721,0.8411331444759207,0.8168812589413448,0.9399883707990841,models\overfitting_experiment_binary_native\native_lgbm_129.joblib
native_lgbm_118,220,0.06,63,-1,20,0.9,0.9,1,0.0,0.0,0.8597481362928021,0.793567688855647,0.841586402266289,0.8168719753629564,0.9405117342131318,models\overfitting_experiment_binary_native\native_lgbm_118.joblib
native_lgbm_182,220,0.06,63,12,20,0.75,0.75,1,0.0,0.5,0.8595796655856462,0.7932286660258464,0.841586402266289,0.8166923246096327,0.9396061567162053,models\overfitting_experiment_binary_native\native_lgbm_182.joblib
native_lgbm_109,220,0.06,63,-1,20,0.75,0.75,1,0.0,0.0,0.8598323716463799,0.7946821057145921,0.839886685552408,0.8166593212869105,0.9401583120871908,models\overfitting_experiment_binary_native\native_lgbm_109.joblib
native_lgbm_142,220,0.06,63,-1,100,0.9,0.9,1,0.0,0.0,0.8594111948784905,0.7924528301886793,0.8423796033994334,0.816653850378996,0.9399353139941216,models\overfitting_experiment_binary_native\native_lgbm_142.joblib
native_lgbm_202,220,0.06,63,12,50,0.9,0.9,1,0.0,0.0,0.8596639009392242,0.793900481540931,0.8406798866855524,0.8166208035222895,0.9398201005914486,models\overfitting_experiment_binary_native\native_lgbm_202.joblib
native_lgbm_141,220,0.06,63,-1,100,0.9,0.75,1,0.0,2.0,0.8593269595249126,0.7921593693405774,0.8426062322946176,0.8166044366351856,0.9398846992453932,models\overfitting_experiment_binary_native\native_lgbm_141.joblib
native_lgbm_134,220,0.06,63,-1,100,0.75,0.75,1,0.0,0.5,0.8594533125552795,0.7930371636052969,0.8414730878186969,0.8165374677002584,0.9398951169129675,models\overfitting_experiment_binary_native\native_lgbm_134.joblib
native_lgbm_199,220,0.06,63,12,50,0.9,0.75,1,0.0,0.0,0.8592427241713347,0.7919284421254392,0.8427195467422096,0.8165349143610013,0.9399396398137961,models\overfitting_experiment_binary_native\native_lgbm_199.joblib
native_lgbm_110,220,0.06,63,-1,20,0.75,0.75,1,0.0,0.5,0.8596639009392242,0.7944045449673063,0.8397733711048159,0.8164591825493004,0.9399069967759541,models\overfitting_experiment_binary_native\native_lgbm_110.joblib
native_lgbm_253,220,0.06,127,8,20,0.75,0.75,1,0.0,0.0,0.8592848418481237,0.7925112011947941,0.8418130311614731,0.8164184845321172,0.9395460965649042,models\overfitting_experiment_binary_native\native_lgbm_253.joblib
native_lgbm_127,220,0.06,63,-1,50,0.9,0.75,1,0.0,0.0,0.8594533125552795,0.793475935828877,0.8406798866855524,0.8163961485557084,0.9405475219205879,models\overfitting_experiment_binary_native\native_lgbm_127.joblib
native_lgbm_113,220,0.06,63,-1,20,0.75,0.9,1,0.0,0.5,0.8593690772017015,0.7931808465156049,0.8409065155807366,0.8163467356031021,0.9400548760039301,models\overfitting_experiment_binary_native\native_lgbm_113.joblib
native_lgbm_130,220,0.06,63,-1,50,0.9,0.9,1,0.0,0.0,0.8594954302320684,0.7939380957480989,0.84,0.8163197885695408,0.9400265549878523,models\overfitting_experiment_binary_native\native_lgbm_130.joblib
native_lgbm_123,220,0.06,63,-1,50,0.75,0.75,1,0.0,2.0,0.85903213578739,0.7916311754684838,0.8424929178470255,0.8162705165504748,0.939808949927213,models\overfitting_experiment_binary_native\native_lgbm_123.joblib
native_lgbm_136,220,0.06,63,-1,100,0.75,0.9,1,0.0,0.0,0.85903213578739,0.7916932907348243,0.8423796033994334,0.8162503431237991,0.9395821767114428,models\overfitting_experiment_binary_native\native_lgbm_136.joblib
native_lgbm_197,220,0.06,63,12,50,0.75,0.9,1,0.0,0.5,0.8589479004338121,0.7913385826771654,0.8427195467422096,0.8162212588487077,0.9397250426980049,models\overfitting_experiment_binary_native\native_lgbm_197.joblib
native_lgbm_185,220,0.06,63,12,20,0.75,0.9,1,0.0,0.5,0.85903213578739,0.7918797953964194,0.8420396600566572,0.8161897962545994,0.9395962479685928,models\overfitting_experiment_binary_native\native_lgbm_185.joblib
native_lgbm_132,220,0.06,63,-1,50,0.9,0.9,1,0.0,2.0,0.8590742534641789,0.792275685479569,0.8414730878186969,0.8161336410594571,0.9399442314871819,models\overfitting_experiment_binary_native\native_lgbm_132.joblib
native_lgbm_124,220,0.06,63,-1,50,0.75,0.9,1,0.0,0.0,0.8589479004338121,0.7917110590240785,0.8420396600566572,0.8161001592444127,0.9398616839098117,models\overfitting_experiment_binary_native\native_lgbm_124.joblib
native_lgbm_213,220,0.06,63,12,100,0.9,0.75,1,0.0,2.0,0.8592006064945458,0.7931550802139038,0.8403399433427762,0.8160660247592847,0.9393448718907935,models\overfitting_experiment_binary_native\native_lgbm_213.joblib
native_lgbm_121,220,0.06,63,-1,50,0.75,0.75,1,0.0,0.0,0.8591163711409678,0.793173550181896,0.84,0.8159154697044741,0.9402775208913543,models\overfitting_experiment_binary_native\native_lgbm_121.joblib
native_lgbm_212,220,0.06,63,12,100,0.9,0.75,1,0.0,0.5,0.8586951943730784,0.7910193658225154,0.8423796033994334,0.8158920046095594,0.939499002478896,models\overfitting_experiment_binary_native\native_lgbm_212.joblib
native_lgbm_111,220,0.06,63,-1,20,0.75,0.75,1,0.0,2.0,0.8588636650802342,0.7920401195049083,0.8411331444759207,0.8158487662801561,0.9398063369650216,models\overfitting_experiment_binary_native\native_lgbm_111.joblib
native_lgbm_271,220,0.06,127,8,50,0.9,0.75,1,0.0,0.0,0.8589057827570231,0.7923742390259533,0.8406798866855524,0.8158126237079393,0.9391606276730167,models\overfitting_experiment_binary_native\native_lgbm_271.joblib
native_lgbm_184,220,0.06,63,12,20,0.75,0.9,1,0.0,0.0,0.8591163711409678,0.7935504606813799,0.8393201133144476,0.8157938212456634,0.9396322103799163,models\overfitting_experiment_binary_native\native_lgbm_184.joblib
native_lgbm_210,220,0.06,63,12,100,0.75,0.9,1,0.0,2.0,0.8586951943730784,0.7913293566254793,0.8418130311614731,0.8157909185746445,0.9389302882196042,models\overfitting_experiment_binary_native\native_lgbm_210.joblib
native_lgbm_117,220,0.06,63,-1,20,0.9,0.75,1,0.0,2.0,0.8588215474034452,0.7920179276491303,0.8410198300283286,0.8157836887227963,0.93999225985909,models\overfitting_experiment_binary_native\native_lgbm_117.joblib
native_lgbm_272,220,0.06,127,8,50,0.9,0.75,1,0.0,0.5,0.8584003706355557,0.789875835721108,0.843399433427762,0.8157606313020604,0.9393682518257503,models\overfitting_experiment_binary_native\native_lgbm_272.joblib
native_lgbm_196,220,0.06,63,12,50,0.75,0.9,1,0.0,0.0,0.858990018110601,0.7929817053600086,0.839886685552408,0.8157605106757649,0.9399423439258313,models\overfitting_experiment_binary_native\native_lgbm_196.joblib
native_lgbm_187,220,0.06,63,12,20,0.9,0.75,1,0.0,0.0,0.8586951943730784,0.7915778251599147,0.8413597733711048,0.8157099697885196,0.9398929293167142,models\overfitting_experiment_binary_native\native_lgbm_187.joblib
native_lgbm_192,220,0.06,63,12,20,0.9,0.9,1,0.0,2.0,0.8587373120498674,0.7918489277712578,0.8410198300283286,0.815694032311243,0.939214219983312,models\overfitting_experiment_binary_native\native_lgbm_192.joblib
native_lgbm_209,220,0.06,63,12,100,0.75,0.9,1,0.0,0.5,0.8586109590195005,0.7912228376651044,0.841699716713881,0.8156811069016636,0.9390370322826161,models\overfitting_experiment_binary_native\native_lgbm_209.joblib
native_lgbm_265,220,0.06,127,8,50,0.75,0.75,1,0.0,0.0,0.8583582529587668,0.7899766404756848,0.8430594900849858,0.8156553198487091,0.9390815210022533,models\overfitting_experiment_binary_native\native_lgbm_265.joblib
native_lgbm_193,220,0.06,63,12,50,0.75,0.75,1,0.0,0.0,0.8585688413427115,0.7911385664074981,0.841699716713881,0.8156363237070385,0.9397986689844048,models\overfitting_experiment_binary_native\native_lgbm_193.joblib
native_lgbm_208,220,0.06,63,12,100,0.75,0.9,1,0.0,0.0,0.8584424883123447,0.7905146746065504,0.8423796033994334,0.8156234571287508,0.939478060802263,models\overfitting_experiment_binary_native\native_lgbm_208.joblib
native_lgbm_198,220,0.06,63,12,50,0.75,0.9,1,0.0,2.0,0.8583161352819778,0.7899543378995434,0.8429461756373937,0.8155903957899353,0.9393297827937199,models\overfitting_experiment_binary_native\native_lgbm_198.joblib
native_lgbm_263,220,0.06,127,8,20,0.9,0.9,1,0.0,0.5,0.8586530766962894,0.7917422383441801,0.8409065155807366,0.8155841301241895,0.9391255767601319,models\overfitting_experiment_binary_native\native_lgbm_263.joblib
